Course Name,Depts,Subject,Course Num,Title,Crs Cred Type ,Crs Min Cred ,Terms Offered
COLEG-398,COLEG,COLEG,398,NYC: ANCHOR THEMED SEMINAR,I,1,"25/FA
25/SP
24/FA
24/SP
23/FA
23/SP
22/FA
22/SP
21/FA
21/SP
20/FA
20/SP
19/FA
19/SP
18/FA
18/SP
17/FA
17/SP
16/FA
16/SP
15/FA
15/SP
14/FA
14/SP
13/FA
13/SP
12/FA
12/SP
11/FA
11/SP
10/FA
10/SP
09/FA
08/FA
08/SP
07/FA
07/SP
06/FA
06/SP
05/FA
05/SP
04/FA
04/SP
03/FA
03/SP
02/FA
02/SP
01/FA
01/SP"
CPSCI-101,CPSCI,CPSCI,101,COMPUTER SCIENCE FOR ALL,I,1,"25/FA
25/SP
24/FA
24/SP
23/FA
23/SP
22/FA
22/SP
21/FA
21/SP
20/FA"
CPSCI-101L,CPSCI,CPSCI,101L,COMPUTER SCIENCE FOR ALL LAB,L,0,"25/FA
25/SP
24/FA
24/SP
23/FA
23/SP
22/FA
22/SP
21/FA
21/SP
20/FA"
CPSCI-102,CPSCI,CPSCI,102,DESIGN PRINCIPLES,I,1,"25/FA
25/SP
24/FA
24/SP
23/FA
23/SP
22/FA
22/SP
21/FA
21/SP"
CPSCI-102L,CPSCI,CPSCI,102L,DESIGN PRINCIPLES LAB,L,0,"25/FA
25/SP
24/FA
24/SP
23/FA
23/SP
22/FA
22/SP
21/FA
21/SP"
CPSCI-205,CPSCI,CPSCI,205,TECHNOLOGIES SEMINAR,I,0.25,"25/FA
24/FA
23/FA
22/FA
21/FA"
CPSCI-207,CPSCI,CPSCI,207,TOPICS COMPUTER SCI I,I,1,"18/FA
05/FA
05/SP
04/SP
03/FA
03/SP
02/FA
02/SP
01/FA
00/FA"
CPSCI-220,CPSCI,CPSCI,220,PRIN PROGRAMMING LANG,I,1,"25/FA
25/SP
24/FA
24/SP
23/FA
23/SP
22/FA
22/SP
21/FA
21/SP
20/FA
20/SP
19/FA
19/SP
18/FA
18/SP
17/SP
16/SP
15/SP
14/SP
13/SP
12/SP
11/SP
10/FA
10/SP
09/FA
08/FA
07/FA
06/FA
05/FA
04/FA
04/SP
03/FA
03/SP
02/FA
02/SP
01/FA
01/SP"
CPSCI-220L,CPSCI,CPSCI,220L,PRINCIPLES PROGRAMMING LANGUAGE LAB,L,0,"21/SP
20/FA
20/SP
19/FA
19/SP
18/FA"
CPSCI-230,CPSCI,CPSCI,230,ALGORITHMS & DATA STRUCTURES,I,1,"25/FA
25/SP
24/FA
24/SP
23/FA
23/SP
22/FA
22/SP
21/FA
21/SP
20/FA"
CPSCI-240,CPSCI,CPSCI,240,COMPUTER ORGANIZATION & LANG ASSEMBLY,I,1,"25/FA
25/SP
24/FA
24/SP
23/FA
23/SP
22/FA
22/SP
21/SP
20/FA
20/SP
19/FA
19/SP
18/FA
17/FA
16/FA
15/FA
14/FA
13/FA
12/FA
11/FA
10/FA
10/SP
09/FA
08/SP
07/SP
06/SP
05/SP
04/FA
04/SP
03/FA"
CPSCI-240L,CPSCI,CPSCI,240L,COMPUTER ORGANIZATION LAB,L,0,"25/FA
25/SP
24/FA
24/SP
23/FA
20/FA
20/SP
19/FA
19/SP
18/FA"
CPSCI-290,CPSCI,CPSCI,290,PROGRAMMING CHALLENGES,I,0.25,"17/SP
16/FA
16/SP
15/FA
15/SP
14/FA
14/SP
13/FA
13/SP
12/FA
12/SP
11/FA
11/SP
10/FA
10/SP
09/FA
08/FA
08/SP
07/FA"
CPSCI-298,CPSCI,CPSCI,298,COMPUTER SCIENCE RESEARCH,I,0.25,"25/FA
25/SP
24/FA
24/SP
23/FA
23/SP
22/SP"
CPSCI-307,CPSCI,CPSCI,307,TOPICS COMPUTER SCI II,I,1,"25/FA
24/FA
23/SP
22/FA
22/SP
21/FA
21/SP
20/FA
20/SP
18/FA
17/FA
12/SP
11/FA
11/SP
10/FA
10/SP
09/FA
08/FA
08/SP
07/FA
07/SP
06/FA
06/SP
05/FA
05/SP
04/FA
04/SP
03/SP
02/SP
01/SP"
CPSCI-310,CPSCI,CPSCI,310,COMPILERS,I,1,"22/FA
21/FA
20/FA
19/FA
18/FA
17/FA
16/FA
15/FA
14/FA
13/FA
12/FA
11/FA
10/FA
10/SP
09/FA
08/SP
06/SP
05/SP
04/SP"
CPSCI-320,CPSCI,CPSCI,320,COMPUTER ARCHITECTURE,I,1,"25/SP
24/SP
23/SP
21/SP
20/SP
19/SP
18/SP
17/SP
16/SP
15/SP
14/SP
13/SP
12/SP
11/SP
10/SP
08/SP
06/FA
05/FA
04/FA
03/FA
02/FA
01/FA
00/FA"
CPSCI-330,CPSCI,CPSCI,330,ALGORITHMS,I,1,"25/SP
24/SP
21/FA
20/FA
20/SP
19/FA
19/SP
18/FA
18/SP
17/SP
16/SP
15/SP
14/SP
13/SP
12/SP
11/SP
10/SP
09/FA
08/FA
08/SP
07/FA
07/SP
06/FA
06/SP
05/SP
04/SP
03/SP
02/SP
01/SP"
CPSCI-340,CPSCI,CPSCI,340,OPERATING SYSTEMS,I,1,"25/FA
21/SP
20/SP
19/SP
18/SP
17/SP
16/SP
15/SP
14/SP
13/FA
12/FA
11/FA
10/FA
10/SP
09/FA
08/SP
07/SP
06/SP
05/SP
04/SP
03/SP
02/SP
01/FA
01/SP
00/FA"
CPSCI-350,CPSCI,CPSCI,350,DATABASE THEORY & PRACTICE,I,1,"25/SP
24/SP
20/SP
19/FA
19/SP
18/FA
17/FA
16/FA
14/FA
14/SP
13/FA
13/SP
12/SP"
CPSCI-360,CPSCI,CPSCI,360,DEVELOPING ACCESSIBLE USER INTERFACES,I,1,"25/FA
24/FA
23/FA
22/FA"
CPSCI-366,CPSCI,CPSCI,366,DEEP LEARNING,I,1,25/FA
CPSCI-375,CPSCI,CPSCI,375,ARTIFICIAL INTELLIGENCE,I,1,"25/FA
25/SP
24/FA
23/FA
23/SP
22/FA
22/SP
21/SP
20/SP
19/SP
18/SP
17/SP
16/SP
15/FA
15/SP
14/FA"
CPSCI-380,CPSCI,CPSCI,380,THEORY OF COMPUTATION,I,1,"25/FA
24/FA
23/FA"
CPSCI-390,CPSCI,CPSCI,390,COMPUTER NETWORKS,I,1,"25/FA
24/FA"
CPSCI-407,CPSCI,CPSCI,407,SEMINAR IN COMPUTER SCIENCE,I,1,
CPSCI-410,CPSCI,CPSCI,410,SENIOR SEMINAR,I,1,"25/FA
25/SP
24/FA
23/FA
22/FA
21/FA
20/FA
19/FA
18/FA
17/FA
16/FA
15/FA
14/FA
13/FA
12/FA
11/FA
10/FA
10/SP
09/FA
08/FA
08/SP
07/FA
07/SP
06/FA
06/SP
05/FA
04/FA
03/FA
02/FA
01/FA
00/FA"
CPSCI-411,CPSCI,CPSCI,411,SENIOR SEMINAR IN GENETIC PROGRAMMING,I,1,"25/FA
24/FA
23/FA"
CPSCI-420,CPSCI,CPSCI,420,READINGS IN COMPUTER SCIENCE,I,1,"10/SP
09/FA
08/FA
08/SP
07/FA"
CPSCI-500,CPSCI,CPSCI,500,SENIOR RESEARCH,I,1,"22/SP
21/SP
20/SP
19/SP
18/SP
17/SP
16/SP
15/SP
14/SP
13/SP
12/SP
11/SP
10/SP
08/SP
07/SP
06/SP
05/SP
04/SP
03/SP
02/SP
01/SP
00/SP
99/SP
98/SP
97/SP
96/SP
95/SP"
CRWR-215,CRWR,CRWR,215,INTRODUCTORY POETRY & FICTION WORKSHOP,I,1,"25/FA
25/SP
24/FA
24/SP
23/FA
23/SP
22/FA
22/SP
21/FA
21/SP
20/FA
20/SP
19/FA
19/SP
18/FA
18/SP
17/FA
17/SP
16/FA
16/SP
15/FA
15/SP
14/FA
14/SP
13/FA
13/SP
12/FA
12/SP
11/FA
11/SP
10/FA
10/SP
09/FA
08/FA
08/SP
07/FA
07/SP
06/FA
06/SP
05/FA
05/SP
04/FA
04/SP
03/FA
03/SP
02/FA
02/SP
01/FA
01/SP
00/FA
00/SP
99/FA
99/SP
98/FA
98/SP
97/FA
97/SP
96/FA
96/SP
95/FA
95/SP
94/FA
94/SP
93/FA
93/SP
89/SP
88/FA"
CRWR-224,CRWR,CRWR,224,PLAYWRITING,I,1,"25/FA
25/SP
24/SP
23/SP
22/SP
20/SP
19/SP
18/SP
17/SP
16/FA
15/FA
14/FA
13/FA
13/SP
12/FA
12/SP
11/FA
10/FA
10/SP
08/SP
07/SP
06/FA
05/FA
05/SP
04/SP
03/SP
02/FA
01/FA
00/FA
99/FA
98/FA"
CRWR-248,CRWR,CRWR,248,LETTERPRESS STUDIO,I,1,"25/FA
25/SP
24/FA
24/SP
23/FA
23/SP
22/FA
22/SP"
CRWR-304,CRWR,CRWR,304,INTERMEDIATE CRWR: POETRY WORKSHOP,I,1,"25/FA
25/SP
24/FA
24/SP
23/FA
23/SP
22/FA
22/SP
21/FA
21/SP
20/FA
20/SP
19/FA
19/SP
18/FA
18/SP
17/FA
17/SP
16/FA
16/SP
15/FA
15/SP
14/FA
14/SP
13/FA
13/SP
12/FA
12/SP
11/FA
11/SP
10/FA
10/SP
09/FA
08/FA
08/SP
07/FA
06/FA
05/FA
04/FA
03/FA
02/FA
01/FA
00/FA
00/SP
99/SP
98/SP
97/SP
96/SP
95/SP
94/SP
93/SU
89/SP
88/FA"
CRWR-305,CRWR,CRWR,305,INTERMEDIATE CRWR: FICTION WORKSHOP,I,1,"25/FA
25/SP
24/FA
24/SP
23/FA
23/SP
22/FA
22/SP
21/FA
21/SP
20/FA
20/SP
19/FA
19/SP
18/FA
18/SP
17/FA
17/SP
16/FA
16/SP
15/FA
15/SP
14/FA
14/SP
13/FA
13/SP
12/FA
12/SP
11/FA
11/SP
10/FA
10/SP
09/FA
08/FA
08/SP
07/FA
07/SP
06/FA
06/SP
05/FA
05/SP
04/FA
04/SP
03/FA
03/SP
02/FA
02/SP
01/FA
01/SP
00/FA
00/SP
99/FA
98/FA
97/FA
97/SP
96/FA
95/FA
94/FA
93/FA
93/SP
89/SP
88/FA"
CRWR-309,CRWR,CRWR,309,CREATIVE NON-FICTION WORKSHOP,I,1,"25/FA
24/FA
23/FA
22/FA
22/SP
21/FA
21/SP
20/FA
19/FA
19/SP
18/SP
16/FA
15/FA
14/FA
13/FA
13/SP
12/SP
10/SP
08/SP"
CRWR-383W,CRWR,CRWR,383W,CREATIVE WRITING IN SPANISH,I,1,"25/SP
24/SP"
CRWR-419,CRWR,CRWR,419,SEMINAR CREATIVE WRITING,I,1,"25/SP
24/SP
23/SP
22/SP
21/FA
21/SP
20/FA
20/SP
19/SP
18/SP
17/SP
16/SU
16/SP
15/SP
14/FA
14/SP
13/FA
13/SP
12/SP
11/SP
10/SP
08/SP
07/SP
06/SP
05/SP
04/SP
03/SP
02/SP
01/FA
01/SP
00/FA
99/FA
98/FA
97/FA
96/FA
95/FA
94/FA
93/FA
89/SP
88/FA"
CRWR-483W,CRWR,CRWR,483W,CREATIVE WRITING IN SPANISH,I,1,"25/SP
24/SP"
CRWR-498,CRWR,CRWR,498,HONORS PROJECT IN CREATIVE WRITING,I,1,"25/FA
24/FA
23/FA
22/FA
21/FA
20/FA
19/FA
18/FA
17/FA
16/FA
15/FA
14/FA
13/FA
12/FA
11/FA
10/FA"
CRWR-501,CRWR,CRWR,501,HONORS PROJECT IN CREATIVE WRITING,I,0.25,"25/SP
24/SP
23/SP
22/SP
21/SP
20/SP
19/SP
18/SP
17/SP
16/SP"
DANCE-112,DANCE,DANCE,112,ELEMENTARY DANCE,I,1,"25/FA
25/SP
24/FA
24/SP
23/SP
22/FA
21/FA
20/FA
19/FA
18/FA
17/FA
16/FA
16/SP
15/FA
15/SP
14/FA
14/SP
13/SP
12/SP
11/SP
10/SP
09/SP
08/SP
07/SP
06/SP
05/SP
04/SP
03/SP
99/SP
98/SP
96/SP
95/SP
94/SP
93/SP
89/SP"
DANCE-113,DANCE,DANCE,113,ELEMENTARY JAZZ DANCE,I,1,"20/SP
19/SP
18/SP
17/SP
16/SP
15/SP
14/SP
13/SP
12/SP
11/SP"
DANCE-114,DANCE,DANCE,114,ELEMENTARY BALLET,I,1,"25/FA
25/SP
24/FA
24/SP
23/SP
22/SP
21/FA
21/SP
20/FA
20/SP
19/FA
19/SP
18/FA
18/SP
17/FA
17/SP
16/FA
16/SP
15/FA
15/SP
14/FA
14/SP
13/FA
13/SP
12/FA
12/SP
11/FA
10/FA
10/SP
09/FA
08/FA
08/SP
07/FA
07/SP
06/SP
05/SP"
DANCE-115,DANCE,DANCE,115,PRE-POINTE AND ELEMENTARY POINTE CLASS,I,1,"22/FA
21/FA
19/FA"
DANCE-120,DANCE,DANCE,120,ELEMENTARY CONTEMPORARY DANCE II,I,1,"25/FA
24/FA
23/FA
21/SP
20/SP
19/SP"
DANCE-141,DANCE,DANCE,141,PERFORMANCE,I,0.25,"25/FA
24/FA
23/FA
22/FA
21/FA
20/FA
19/FA
18/FA
17/FA
16/FA
15/FA
14/FA
13/FA
12/FA
11/FA
10/FA
09/FA
07/FA
06/FA
05/FA
04/FA
03/FA
02/FA
01/FA
00/FA
99/FA
98/FA
97/FA
96/FA
95/FA
94/FA
93/FA
88/FA"
DANCE-142,DANCE,DANCE,142,PERFORMANCE,I,0.25,"25/SP
24/SP
23/SP
22/SP
21/SP
20/SP
19/SP
18/SP
17/SP
16/SP
15/SP
14/SP
13/SP
12/SP
11/SP
10/SP
08/SP
07/SP
06/SP
05/SP
04/SP
03/SP
02/SP
01/SP
00/SP
99/SP
98/SP
97/SP
96/SP
95/SP
94/SP
93/SP
89/SP"
DANCE-180,DANCE,DANCE,180,"SOUND, PERFORMANCE, CREATIVITY",I,1,"22/SP
21/SP
20/SP
19/SP
18/SP
17/SP
16/SP
15/SP
14/SP
13/SP
12/SP
11/SP
10/SP
08/SP
07/SP
06/SP
05/SP
04/SP
03/SP
02/SP
01/SP
00/SP
99/SP
98/SP
97/SP"
DANCE-201,DANCE,DANCE,201,HISTORY OF DANCE,I,1,"25/FA
24/FA
23/FA
15/SP
14/SP
11/SP
10/SP
08/SP
07/SP
06/SP
05/SP
04/SP
03/SP
02/SP
01/FA
01/SP
00/FA
99/SP
98/SP
97/SP
96/SP
95/SP
93/FA
88/FA"
DANCE-201W,DANCE,DANCE,201W,HISTORY OF DANCE,I,1,"25/FA
24/FA
23/FA
22/FA
21/FA
20/SP
19/SP
18/FA
17/FA
12/SP
11/SP
10/SP
08/SP
07/SP
06/SP
05/SP
04/SP
03/SP
02/SP
00/SP
98/SP
96/SP
94/SP
93/SP
89/SP"
DANCE-202,DANCE,DANCE,202,GUT FEELINGS: THINKING WITH THE BODY,I,1,"25/FA
25/SP
24/FA
24/SP
23/SP"
DANCE-203,DANCE,DANCE,203,MOVEMENT ANALYSIS,I,1,"25/SP
24/SP
23/SP
22/SP
21/SP
19/SP
18/SP
16/SP
15/SP
14/FA
14/SP
13/FA
13/SP
12/SP
11/SP
10/SP
08/SP
07/SP
06/SP
05/SP
04/SP
03/SP
02/SP
01/FA
00/FA
00/SP
98/FA
98/SP
96/SP
94/SP
93/SP
89/SP
88/FA"
DANCE-204,DANCE,DANCE,204,PILATES FOR DANCE,I,1,"21/FA
21/SP
20/FA
20/SP
19/FA
19/SP
18/FA
18/SP
17/SP
16/SP
15/SP
14/SP
13/SP
12/SP
11/SP
10/SP
08/SP"
DANCE-205,DANCE,DANCE,205,KINESIOLOGY,I,1,"25/FA
25/SP
24/FA
24/SP
23/FA
23/SP
22/FA
22/SP
21/FA
21/SP
20/FA
20/SP
19/FA
19/SP
18/FA
18/SP
17/FA
16/FA
16/SP
15/FA
15/SP
14/FA
13/FA
12/FA
11/FA
11/SP
10/FA
10/SP
09/FA
08/FA
08/SP
07/FA
07/SP
06/FA
06/SP
05/SP
04/SP
03/SP
02/SP
01/SP
99/FA
99/SP
98/FA
97/FA
97/SP
96/FA
95/FA
95/SP
94/FA
94/SP
93/SP
89/SP
88/FA"
DANCE-207,DANCE,DANCE,207,CONTACT IMPROVISATION,I,1,"25/SP
24/SP
23/SP"
DANCE-208,DANCE,DANCE,208,MARTIAL ARTS & DANCE,I,1,"25/FA
25/SP
24/FA
24/SP
23/FA
23/SP
22/FA
22/SP
21/FA
21/SP
20/FA
20/SP
19/FA
19/SP
18/FA
18/SP
17/FA
17/SP
16/FA
16/SP
15/FA
15/SP
14/FA
14/SP
13/FA
13/SP
12/FA
12/SP
11/FA
11/SP
10/FA
10/SP
09/FA
08/FA
08/SP
07/FA
07/SP
06/SP
05/SP
04/SP
03/SP
02/SP
00/SP
97/SP"
DANCE-213,DANCE,DANCE,213,INTERM. CONTEMP DANCE&THEORY,I,1,"25/FA
25/SP
24/FA
24/SP
23/FA
22/FA
22/SP
21/SP
20/SP
19/SP
18/SP
17/SP
16/SP
15/SP
14/FA
14/SP
13/FA
12/FA
11/FA
11/SP
10/FA
09/FA
08/FA
07/FA
06/FA
05/FA
05/SP
04/FA
03/FA
02/FA
01/FA"
DANCE-215,DANCE,DANCE,215,INTERMEDIATE BALLET,I,1,"25/FA
25/SP
24/FA
24/SP
23/FA
23/SP
22/FA
22/SP
21/FA
21/SP
20/FA
20/SP
19/FA
19/SP
18/FA
18/SP
17/FA
17/SP
16/FA
16/SP
15/FA
15/SP
14/FA
14/SP
13/FA
13/SP
12/FA
12/SP
10/SP
08/SP
07/SP
06/SP
05/SP
04/FA
04/SP
03/SP
02/SP
01/FA"
DANCE-216,DANCE,DANCE,216,INTERMEDIATE JAZZ DANCE,I,1,"17/FA
16/FA
15/FA
15/SP
14/FA
14/SP
13/SP
12/SP"
DANCE-217,DANCE,DANCE,217,INTER. POINTE & CLASSCIAL CHOREOGRAPHY,I,1,"25/FA
24/FA
23/FA
22/FA"
DANCE-231,DANCE,DANCE,231,INTRODUCTION TO AFRICAN DANCE,I,1,"25/SP
24/SP
23/SP"
DANCE-250,DANCE,DANCE,250,Ballet in the Twentieth Century.,I,1,
DANCE-250W,DANCE,DANCE,250W,BALLET IN THE TWENTIETH CENTURY,I,1,"17/FA
16/FA
15/FA
14/FA
13/FA
12/FA
11/FA
10/FA
09/FA
08/FA
07/FA
06/FA
05/FA
04/FA"
DANCE-305,DANCE,DANCE,305,COMPOSITION,I,1,"25/FA
24/FA
23/FA
22/FA
21/FA
20/FA
19/FA
18/FA
17/FA
17/SP
16/FA
16/SP
15/FA
14/FA
13/FA
12/FA
11/FA
10/FA
09/FA
08/FA
07/FA
06/FA
05/FA
04/FA
03/FA
02/FA
01/FA
00/FA
99/FA
98/FA
97/FA
96/FA
95/FA
94/FA
88/FA"
DANCE-307,DANCE,DANCE,307,CHOREOGRAPHY,I,1,"25/FA
24/FA
23/FA
22/FA
21/FA
20/FA
19/FA
18/FA
17/FA
17/SP
16/FA
16/SP
15/FA
14/FA
13/FA
12/FA
11/FA
10/FA
09/FA
08/FA
07/FA
06/FA
05/FA
04/FA
03/FA
02/FA
01/FA
00/FA
99/FA
97/FA
95/FA
93/FA
89/SP
88/FA"
DANCE-308,DANCE,DANCE,308,ADV MARTIAL ARTS & DANCE,I,1,"25/FA
25/SP
24/FA
24/SP
23/FA
23/SP
22/FA
22/SP
21/SP
20/SP
19/SP
18/SP
17/FA
17/SP
16/FA
16/SP
15/SP
14/SP
13/SP
12/FA
12/SP
11/FA
11/SP
10/SP
09/FA
09/SP
08/FA
08/SP
07/FA
07/SP
06/SP
04/SP
03/SP"
DANCE-313,DANCE,DANCE,313,ADV CONTEMPORARY DANCE&THEORY,I,1,"25/FA
24/FA
23/FA
11/FA
10/FA
10/SP
09/FA
08/FA
08/SP
07/SP
06/SP
05/SP
04/FA
04/SP
03/SP
02/FA
02/SP
01/FA"
DANCE-315,DANCE,DANCE,315,ADVANCED BALLET,I,1,"18/FA
17/FA
14/FA
13/FA
12/FA
12/SP
11/FA
11/SP
10/FA
10/SP
09/FA
08/FA
08/SP
07/FA
06/FA
05/FA
04/FA
03/FA
02/FA
01/FA"
DANCE-317,DANCE,DANCE,317,ELECTRONIC & CHOREOGRAPHIC ASSEMBLAGES,I,1,"25/SP
24/SP"
DANCE-550,DANCE,DANCE,550,SENIOR THESIS,I,1,"21/SP
20/SP
19/SP
18/SP
17/SP
16/FA
16/SP
15/FA
15/SP
14/FA
14/SP
13/FA
13/SP
12/FA
12/SP
11/FA
11/SP
10/FA
10/SP
09/FA
08/SP
07/FA
07/SP
06/FA
06/SP
05/FA
05/SP
04/FA
04/SP
03/FA
03/SP
02/FA
02/SP
01/FA
01/SP
00/FA
00/SP
99/FA
99/SP
98/FA
98/SP
97/FA
97/SP
96/FA
96/SP
95/FA
95/SP
94/FA
94/SP
93/FA
93/SP
89/SP
88/FA"
DANCE-560,DANCE,DANCE,560,SENIOR PERF.&PRODUCTN,I,1,"25/FA
25/SP
24/FA
24/SP
23/FA
23/SP
22/FA
22/SP
21/FA
21/SP
20/SP
19/SP
18/SP
17/SP
16/FA
16/SP
15/FA
15/SP
14/FA
14/SP
13/FA
13/SP
12/FA
12/SP
11/FA
11/SP
10/FA
10/SP
09/FA
08/SP
07/FA
07/SP
06/FA
06/SP
05/FA
05/SP
04/FA
04/SP
03/FA
03/SP
02/FA
02/SP
01/FA
01/SP
00/FA
00/SP
99/FA
99/SP
98/FA
98/SP
97/FA
97/SP
96/FA
96/SP
95/FA
95/SP
94/FA
94/SP
93/FA
93/SP
89/SP
88/FA"
DARTS-110,DARTS,DARTS,110,WAYS OF SEEING:VISION TECH MEDIA,I,1,"25/FA
25/SP
24/FA
24/SP
23/FA
23/SP"
DARTS-113,DARTS,DARTS,113,INTRO TO MEDIA:INTEGRATED MEDIA & EMERG,I,1,"25/FA
25/SP
24/FA
24/SP
23/FA
23/SP
22/FA"
DARTS-212W,DARTS,DARTS,212W,QUEERING THE AIRWAVES: FEM PODCASTING,I,1,25/SP
DARTS-213,DARTS,DARTS,213,INTRODUCTION TO VIDEO,I,1,
DARTS-214,DARTS,DARTS,214,PHOTOGRAPHY CHANGES EVERYTHING,I,1,
DARTS-221,DARTS,DARTS,221,INTRODUCTION TO ANIMATION,I,1,
DARTS-231,DARTS,DARTS,231,MEDIA STRATEGIES-NEW FRONTIERS STORYTEL,I,1,"25/SP
24/SP
23/SP
22/SP
21/SP"
DARTS-240,DARTS,DARTS,240,"PERFORMANCE, RITUAL & TECHNOLOGY",I,1,"25/FA
24/FA
23/FA
22/FA
21/FA"
DARTS-305,DARTS,DARTS,305,DOCUMENTARY PHOTOGRAPHY,I,1,25/FA
DARTS-313,DARTS,DARTS,313,ROBOT MUSICALS & TECHNO OPERA,I,1,"23/SP
22/SP"
DARTS-314,DARTS,DARTS,314,MAGAZINES: DIGITAL APPROACHES TO PRINT,I,1,"25/FA
25/SP
24/FA
23/FA
22/FA"
DARTS-315,DARTS,DARTS,315,ADVANCED VIDEO,I,1,
DARTS-317,DARTS,DARTS,317,ELECTRONIC & CHOREOGRAPHIC ASSEMBLAGES,I,1,"25/SP
24/SP"
DARTS-319,DARTS,DARTS,319,"TV CLUB:MEDIA, STREAMING, PERF, & VIDEO",I,1,"25/FA
24/FA
23/FA
22/FA"
DEAN-500,DEAN,DEAN,500,SENIOR FELLOWSHIP,I,3,"25/SP
24/FA
24/SP
23/FA
22/SP
21/FA
19/SP
18/FA
18/SP
17/FA
16/SP
15/FA
15/SP
14/FA
14/SP
13/FA
13/SP
12/FA
12/SP
11/FA
11/SP
10/FA
10/SP
09/FA
08/FA
08/SP
07/FA
07/SP
06/FA
06/SP
05/FA
05/SP
04/FA
04/SP
03/FA
03/SP
02/FA
02/SP
01/FA
01/SP
00/FA
00/SP
99/FA
99/SP
98/FA
98/SP
97/FA
97/SP
96/FA
96/SP
95/FA
95/SP
94/FA
94/SP
93/FA
93/SP
89/SP
88/FA"
ECON-100,ECON,ECON,100,INTRODUCTION TO ECONOMICS,I,1,"25/FA
25/SP
24/FA
24/SP
23/FA
23/SP
22/FA
22/SP
21/FA
21/SP
20/FA
20/SP
19/FA
19/SP
18/FA"
ECON-166,ECON,ECON,166,ECONOMIC THEORY AND EVIDENCE,I,1,"25/FA
25/SP
24/FA
24/SP
23/FA
23/SP
22/FA
22/SP
21/FA
21/SP
20/FA
20/SP
19/FA
19/SP"
ECON-220,ECON,ECON,220,CORPORATE FINANCE,I,1,"25/FA
25/SP
24/FA
24/SP
23/FA
23/SP
22/SP
21/SP
20/SP
19/FA
18/FA
17/FA
16/FA"
ECON-230,ECON,ECON,230,ACCOUNTING,I,1,"25/FA
25/SP
24/FA
24/SP
23/FA
22/FA
21/FA
20/FA
19/FA
19/SP
18/FA
18/SP
17/FA
17/SP
16/FA
16/SP
15/FA
15/SP
14/FA
14/SP
13/FA
13/SP
12/FA
12/SP
11/FA
11/SP
10/FA
10/SP
09/FA
08/FA
08/SP
07/FA
06/FA
05/FA
94/FA
93/FA
89/SP
88/FA"
ECON-231,ECON,ECON,231,ENVIRONMENTAL ECON & THE HOUSEHOLD,I,1,
ECON-235,ECON,ECON,235,"POLICY, POVERTY & PRACTICE",I,0.25,"22/SP
21/SP
20/SP
19/SP
18/SP
17/SP
16/SP
15/SP
14/SP
13/SP
12/SP
11/SP
10/SP
08/SP
07/SP
06/SP"
ECON-236,ECON,ECON,236,"POLICY, POVERTY AND PRACTICE II",I,0.25,"22/SP
21/SP"
ECON-266,ECON,ECON,266,INTRODUCTION TO ECONOMETRICS,I,1,"25/FA
25/SP
24/FA
24/SP
23/FA
23/SP
22/FA
22/SP
21/FA
21/SP
20/FA
20/SP
19/FA"
ECON-275,ECON,ECON,275,MICROECONOMIC THEORY,I,1,"25/FA
25/SP
24/FA
24/SP
23/FA
23/SP
22/FA
22/SP
21/FA
21/SP
20/FA
20/SP
19/FA
19/SP
18/FA
18/SP
17/FA
17/SP
16/FA
16/SP
15/FA
15/SP
14/FA
14/SP
13/FA
13/SP
12/FA
12/SP
11/FA
11/SP
10/FA
10/SP
09/FA
08/FA
08/SP
07/FA
07/SP
06/FA
06/SP
05/FA
05/SP
04/FA
04/SP
03/FA
03/SP
02/FA
02/SP
01/FA
01/SP
00/FA
00/SP
99/FA
99/SP
98/FA
98/SP
97/FA
97/SP
96/FA
96/SP
95/FA
95/SP
94/FA
94/SP
93/FA
93/SP
89/SP
88/FA"
ECON-285,ECON,ECON,285,MACROECONOMIC THEORY,I,1,"25/FA
25/SP
24/FA
24/SP
23/FA
23/SP
22/FA
22/SP
21/FA
21/SP
20/FA
20/SP
19/FA
19/SP
18/FA
18/SP
17/FA
17/SP
16/FA
16/SP
15/FA
15/SP
14/FA
14/SP
13/FA
13/SP
12/FA
12/SP
11/FA
11/SP
10/FA
10/SP
09/FA
08/FA
08/SP
07/FA
07/SP
06/FA
06/SP
05/FA
05/SP
04/FA
04/SP
03/FA
03/SP
02/FA
02/SP
01/FA
01/SP
00/FA
00/SP
99/FA
99/SP
98/FA
98/SP
97/FA
97/SP
96/FA
96/SP
95/FA
95/SP
94/FA
94/SP
93/FA
93/SP
89/SP
88/FA"
ECON-307,ECON,ECON,307,"MONEY, BANKS, AND THE ECONOMY",I,1,"23/SP
22/SP
21/SP
20/SP"
ECON-308,ECON,ECON,308,PUBLIC ECONOMICS,I,1,"21/SP
20/SP"
ECON-309,ECON,ECON,309,ECONOMICS OF HEALTHCARE POLICY,I,1,"25/FA
25/SP
24/FA
24/SP
23/FA
23/SP"
ECON-314,ECON,ECON,314,Economics of Discrimination,I,1,"25/FA
24/FA
23/FA
23/SP
22/SP"
ECON-318W,ECON,ECON,318W,ECONOMICS OF TECHOLOGY AND INNOVATION,I,1,"25/SP
24/SP
23/SP
22/FA
21/FA
20/FA
20/SP
19/FA
19/SP
18/FA
17/FA
16/FA"
